min,max,ave_km,trips
0,2,1.136111728,1691.695802
2,6,3.536781239,1580.512095
6,12,7.935684434,446.1738847
12,20,15.17086364,83.21334788
20,31,22.93226696,14.89440751
31,43,34.47310434,3.12328301
43,58,43.4511,1.05290097
58,75,72.4185,0.994738102
