min,max,ave_km,trips
0,2,1.1523237,369.5136383
2,6,3.54085455,370.711175
6,12,8.366262376,113.1627484
12,20,14.86564753,26.50797371
20,31,25.35284206,8.111010151
31,43,37.0139,2.757604378
43,58,52.30225,4.479647671
58,95,80.062675,2.641482623
95,117,104.6045,1.99758666
