min,max,ave_km,trips
0,2,1.14435995,620.8894132
2,6,3.434830341,418.9191159
6,12,7.727025641,98.87540848
12,20,14.27448039,12.02987372
20,31,26.55345,0.799985939
31,43,32.186,1.542641952
43,58,48.279,0
