lsoa_zone_id,msoa_zone_id,lsoa_to_msoa,msoa_to_lsoa
E01029294,E02006104,1,0.177870014
E01029282,E02006104,1,0.136464871
E01029317,E02006104,1,0.171289735
E01029291,E02006104,1,0.159242762
E01029318,E02006104,1,0.355132618
E01019955,E02004139,1,0.230241532
E01019953,E02004139,1,0.218093469
E01019952,E02004139,1,0.25625268
E01019954,E02004139,1,0.29541232
E01020033,E02004163,1,0.315713346
E01033236,E02004163,1,0.135963182
E01020011,E02004163,1,0.168047337
E01020012,E02004163,1,0.214332676
E01033235,E02004163,1,0.165943458
E01015226,E02003164,1,0.15408805
E01015225,E02003164,1,0.163072776
E01015230,E02003164,1,0.154649596
E01015227,E02003164,1,0.177897574
E01015224,E02003164,1,0.17351752
E01015228,E02003164,1,0.176774483
E01020248,E02004218,1,0.290459827
E01020246,E02004218,1,0.208476518
E01020247,E02004218,1,0.274259532
E01020249,E02004218,1,0.226804124
E01015129,E02003153,1,0.175294585
E01015140,E02003153,1,0.192771084
E01015130,E02003153,1,0.211306766
E01015128,E02003153,1,0.218323845
E01015134,E02003153,1,0.20230372
E01015174,E02003145,1,0.250108617
E01015169,E02003145,1,0.269370022
E01015173,E02003145,1,0.249239681
E01015170,E02003145,1,0.23128168
E01020065,E02004167,1,0.290344181
E01020067,E02004167,1,0.268782644
E01020053,E02004167,1,0.190170082
E01020052,E02004167,1,0.250703094
E01020125,E02004183,1,0.226693494
E01020096,E02004183,1,0.288900067
E01020124,E02004183,1,0.22954393
E01020123,E02004183,1,0.254862508
E01020044,E02004171,1,0.204006841
E01020056,E02004171,1,0.301978989
E01020071,E02004171,1,0.240166137
E01020043,E02004171,1,0.253848033
E01019964,E02004142,1,0.339142294
E01019898,E02004142,1,0.387028338
E01019965,E02004142,1,0.273829368
E01015223,E02003168,1,0.187675463
E01015221,E02003168,1,0.20157215
E01015220,E02003168,1,0.19413251
E01015222,E02003168,1,0.226979225
E01015219,E02003168,1,0.189640651
E01015058,E02003133,1,0.210859978
E01015066,E02003133,1,0.187017641
E01015067,E02003133,1,0.197216097
E01015037,E02003133,1,0.202728776
E01015035,E02003133,1,0.202177508
E01019971,E02004162,1,0.225537634
E01019969,E02004162,1,0.180107527
E01019972,E02004162,1,0.197715054
E01019968,E02004162,1,0.213709677
E01019970,E02004162,1,0.182930108
E01029288,E02006105,1,0.134972087
E01029285,E02006105,1,0.227444625
E01029299,E02006105,1,0.140554655
E01029300,E02006105,1,0.1878264
E01029289,E02006105,1,0.173779939
E01029287,E02006105,1,0.135422294
E01020166,E02004193,1,0.124957411
E01020167,E02004193,1,0.121890971
E01020163,E02004193,1,0.152640545
E01020164,E02004193,1,0.12120954
E01020162,E02004193,1,0.137734242
E01020165,E02004193,1,0.136797274
E01020161,E02004193,1,0.204770017
E01020081,E02004168,1,0.20199778
E01020079,E02004168,1,0.210401142
E01020048,E02004168,1,0.365466941
E01020078,E02004168,1,0.222134137
E01020318,E02004231,1,0.218331172
E01020323,E02004231,1,0.307537109
E01020319,E02004231,1,0.233030696
E01020339,E02004231,1,0.241101023
E01019958,E02004140,1,0.337012369
E01019957,E02004140,1,0.35547098
E01019956,E02004140,1,0.307516651
E01019947,E02004138,1,0.268124747
E01019950,E02004138,1,0.16200891
E01019946,E02004138,1,0.193600648
E01019949,E02004138,1,0.198595923
E01019948,E02004138,1,0.177669772
E01015162,E02003123,1,0.178125365
E01015166,E02003123,1,0.260067702
E01015161,E02003123,1,0.170654838
E01015027,E02003123,1,0.195634411
E01015159,E02003123,1,0.195517684
E01020205,E02004203,1,0.253401361
E01020259,E02004203,1,0.195068027
E01020273,E02004203,1,0.252210884
E01020258,E02004203,1,0.299319728
E01020085,E02004186,1,0.171834185
E01020122,E02004186,1,0.215559341
E01020086,E02004186,1,0.219420784
E01020084,E02004186,1,0.162521295
E01020121,E02004186,1,0.230664395
E01019990,E02004150,1,0.201829617
E01019991,E02004150,1,0.222841624
E01020007,E02004150,1,0.212121212
E01019993,E02004150,1,0.168381933
E01020000,E02004150,1,0.194825615
E01020209,E02004212,1,0.231784841
E01020219,E02004212,1,0.352404238
E01020208,E02004212,1,0.215484923
E01020210,E02004212,1,0.200325998
E01020057,E02004170,1,0.273457215
E01020055,E02004170,1,0.212319339
E01020054,E02004170,1,0.280798348
E01020058,E02004170,1,0.233425097
E01015233,E02003167,1,0.14937454
E01015235,E02003167,1,0.179018186
E01015234,E02003167,1,0.151266688
E01015232,E02003167,1,0.191317145
E01015229,E02003167,1,0.153789551
E01015231,E02003167,1,0.17523389
E01020030,E02004158,1,0.239641386
E01020029,E02004158,1,0.202447298
E01019975,E02004158,1,0.161982069
E01020032,E02004158,1,0.19033196
E01020031,E02004158,1,0.205597286
E01019911,E02004144,1,0.222687861
E01019908,E02004144,1,0.26083815
E01019910,E02004144,1,0.246820809
E01019909,E02004144,1,0.269653179
E01020255,E02004209,1,0.149926061
E01020257,E02004209,1,0.138664543
E01020254,E02004209,1,0.158002503
E01020252,E02004209,1,0.20168354
E01020253,E02004209,1,0.172562848
E01020250,E02004209,1,0.179160505
E01020193,E02004219,1,0.280931065
E01020239,E02004219,1,0.22775291
E01020238,E02004219,1,0.224529991
E01020192,E02004219,1,0.266786034
E01020041,E02004174,1,0.304309252
E01020060,E02004174,1,0.223574144
E01020061,E02004174,1,0.266793409
E01020042,E02004174,1,0.205323194
E01015236,E02003155,1,0.274523397
E01015238,E02003155,1,0.234142114
E01015239,E02003155,1,0.255805893
E01015237,E02003155,1,0.235528596
E01020202,E02004207,1,0.319185863
E01020236,E02004207,1,0.193436415
E01020204,E02004207,1,0.245503313
E01020237,E02004207,1,0.241874408
E01020270,E02004208,1,0.204518571
E01020266,E02004208,1,0.188786373
E01020265,E02004208,1,0.201679678
E01020267,E02004208,1,0.183936598
E01020268,E02004208,1,0.221078779
E01020073,E02004172,1,0.264678472
E01020076,E02004172,1,0.277570674
E01020072,E02004172,1,0.270580926
E01020082,E02004172,1,0.187169929
E01015068,E02003131,1,0.218014606
E01015063,E02003131,1,0.204760617
E01015069,E02003131,1,0.206924533
E01015096,E02003131,1,0.185014877
E01015095,E02003131,1,0.185285367
E01015062,E02003146,1,0.231327453
E01015061,E02003146,1,0.165457184
E01015175,E02003146,1,0.185106621
E01015178,E02003146,1,0.228982918
E01015177,E02003146,1,0.189125823
E01020228,E02004206,1,0.25980975
E01020235,E02004206,1,0.261296076
E01020234,E02004206,1,0.219678954
E01020233,E02004206,1,0.25921522
E01029312,E02006110,1,0.146056782
E01029311,E02006110,1,0.212197687
E01029313,E02006110,1,0.145636172
E01029316,E02006110,1,0.176235542
E01029309,E02006110,1,0.319873817
E01015241,E02003158,1,0.267464367
E01015243,E02003158,1,0.225233152
E01015240,E02003158,1,0.268872075
E01015242,E02003158,1,0.238430406
E01020027,E02004159,1,0.136035671
E01033232,E02004159,1,0.134738549
E01020026,E02004159,1,0.142521281
E01033234,E02004159,1,0.150385083
E01020038,E02004159,1,0.182164572
E01020035,E02004159,1,0.254154844
E01020143,E02004194,1,0.337181473
E01020150,E02004194,1,0.274391102
E01020142,E02004194,1,0.388427425
E01020189,E02004198,1,0.334305002
E01020169,E02004198,1,0.341515802
E01020168,E02004198,1,0.324179196
