lsoa_zone_id,msoa_zone_id,lsoa_to_msoa,msoa_to_lsoa
E01015218,E02003159,1,0.129533679
E01015216,E02003159,1,0.202072539
E01015214,E02003159,1,0.528497409
E01015034,E02003137,1,0.138227513
E01015033,E02003137,1,0.095899471
E01015038,E02003137,1,0.075396825
E01015036,E02003137,1,0.242063492
E01015101,E02003137,1,0.448412698
E01015259,E02003157,1,0.113869863
E01015260,E02003157,1,0.097317352
E01015257,E02003157,1,0.020547945
E01015258,E02003157,1,0.76826484
E01020037,E02004155,1,0.732660782
E01020036,E02004155,1,0.064312736
E01019986,E02004155,1,0.056746532
E01020039,E02004155,1,0.133669609
E01020040,E02004155,1,0.01261034
E01020002,E02004151,1,0.311862836
E01020005,E02004151,1,0.413809082
E01020003,E02004151,1,0.12094532
E01020004,E02004151,1,0.088507878
E01019992,E02004151,1,0.064874884
E01029294,E02006104,1,0.168535196
E01029282,E02006104,1,0.295533909
E01029317,E02006104,1,0.361514427
E01029291,E02006104,1,0.060283036
E01029318,E02006104,1,0.114133431
E01019955,E02004139,1,0.206724782
E01019953,E02004139,1,0.075965131
E01019952,E02004139,1,0.363636364
E01019954,E02004139,1,0.353673724
E01020033,E02004163,1,0.099236641
E01033236,E02004163,1,0.188549618
E01020011,E02004163,1,0.148091603
E01020012,E02004163,1,0.16870229
E01033235,E02004163,1,0.395419847
E01015226,E02003164,1,0.055555556
E01015225,E02003164,1,0.092105263
E01015230,E02003164,1,0.015350877
E01015227,E02003164,1,0.043128655
E01015224,E02003164,1,0.119152047
E01015228,E02003164,1,0.674707602
E01020248,E02004218,1,0.294387171
E01020246,E02004218,1,0.319587629
E01020247,E02004218,1,0.199312715
E01020249,E02004218,1,0.186712486
E01015129,E02003153,1,0.018808777
E01015140,E02003153,1,0.031347962
E01015130,E02003153,1,0.054858934
E01015128,E02003153,1,0.307210031
E01015134,E02003153,1,0.587774295
E01015174,E02003145,1,0.192347466
E01015169,E02003145,1,0.199931058
E01015173,E02003145,1,0.120992761
E01015170,E02003145,1,0.486728714
E01020065,E02004167,1,0.703917328
E01020067,E02004167,1,0.005527517
E01020053,E02004167,1,0.005527517
E01020052,E02004167,1,0.285027638
E01020125,E02004183,1,0.024548736
E01020096,E02004183,1,0.241516245
E01020124,E02004183,1,0.685559567
E01020123,E02004183,1,0.048375451
E01020044,E02004171,1,0.275243465
E01020056,E02004171,1,0.511532547
E01020071,E02004171,1,0.098923629
E01020043,E02004171,1,0.114300359
E01019964,E02004142,1,0.287539936
E01019898,E02004142,1,0.686900958
E01019965,E02004142,1,0.025559105
E01015223,E02003168,1,0.053459119
E01015221,E02003168,1,0.331236897
E01015220,E02003168,1,0.027253669
E01015222,E02003168,1,0.263102725
E01015219,E02003168,1,0.324947589
E01015058,E02003133,1,0.012320329
E01015066,E02003133,1,0.369609856
E01015067,E02003133,1,0.213552361
E01015037,E02003133,1,0.149897331
E01015035,E02003133,1,0.254620123
E01019971,E02004162,1,0.043570482
E01019969,E02004162,1,0.325497128
E01019972,E02004162,1,0.036853734
E01019968,E02004162,1,0.086433937
E01019970,E02004162,1,0.507644719
E01029288,E02006105,1,0.05301941
E01029285,E02006105,1,0.424514738
E01029299,E02006105,1,0.167505392
E01029300,E02006105,1,0.027857656
E01029289,E02006105,1,0.301042416
E01029287,E02006105,1,0.026060388
E01020166,E02004193,1,0.029694323
E01020167,E02004193,1,0.013537118
E01020163,E02004193,1,0.011790393
E01020164,E02004193,1,0.092576419
E01020162,E02004193,1,0.010480349
E01020165,E02004193,1,0.012663755
E01020161,E02004193,1,0.829257642
E01020081,E02004168,1,0.101073345
E01020079,E02004168,1,0.041443053
E01020048,E02004168,1,0.729576625
E01020078,E02004168,1,0.127906977
E01020318,E02004231,1,0.200965336
E01020323,E02004231,1,0.236946029
E01020319,E02004231,1,0.297060114
E01020339,E02004231,1,0.265028521
E01019958,E02004140,1,0.153342071
E01019957,E02004140,1,0.199541284
E01019956,E02004140,1,0.647116645
E01019947,E02004138,1,0.66171955
E01019950,E02004138,1,0.09825998
E01019946,E02004138,1,0.043500512
E01019949,E02004138,1,0.06345957
E01019948,E02004138,1,0.133060389
E01015162,E02003123,1,0.023698524
E01015166,E02003123,1,0.590909091
E01015161,E02003123,1,0.007770008
E01015027,E02003123,1,0.154623155
E01015159,E02003123,1,0.222999223
E01020205,E02004203,1,0.206639954
E01020259,E02004203,1,0.381224957
E01020273,E02004203,1,0.125930166
E01020258,E02004203,1,0.286204923
E01020085,E02004186,1,0.513007892
E01020122,E02004186,1,0.393452207
E01020086,E02004186,1,0.041216019
E01020084,E02004186,1,0.001753873
E01020121,E02004186,1,0.050570009
E01019990,E02004150,1,0.019305019
E01019991,E02004150,1,0.301158301
E01020007,E02004150,1,0.55019305
E01019993,E02004150,1,0.065637066
E01020000,E02004150,1,0.063706564
E01020209,E02004212,1,0.084525358
E01020219,E02004212,1,0.383615085
E01020208,E02004212,1,0.028608583
E01020210,E02004212,1,0.503250975
E01020057,E02004170,1,0.052251633
E01020055,E02004170,1,0.493984187
E01020054,E02004170,1,0.426950842
E01020058,E02004170,1,0.026813338
E01015233,E02003167,1,0.125194229
E01015235,E02003167,1,0.058823529
E01015234,E02003167,1,0.009988901
E01015232,E02003167,1,0.231742508
E01015229,E02003167,1,0.144284129
E01015231,E02003167,1,0.429966704
E01020030,E02004158,1,0.636002271
E01020029,E02004158,1,0.063600227
E01019975,E02004158,1,0.102214651
E01020032,E02004158,1,0.142532652
E01020031,E02004158,1,0.055650199
E01019911,E02004144,1,0.204485488
E01019908,E02004144,1,0.050131926
E01019910,E02004144,1,0.679419525
E01019909,E02004144,1,0.065963061
E01020255,E02004209,1,0.385559061
E01020257,E02004209,1,0.017174904
E01020254,E02004209,1,0.026288118
E01020252,E02004209,1,0.495618647
E01020253,E02004209,1,0.043463021
E01020250,E02004209,1,0.03189625
E01020193,E02004219,1,0.156033287
E01020239,E02004219,1,0.55963939
E01020238,E02004219,1,0.074202497
E01020192,E02004219,1,0.210124827
E01020041,E02004174,1,0.272415762
E01020060,E02004174,1,0.326384923
E01020061,E02004174,1,0.111079383
E01020042,E02004174,1,0.290119931
E01015236,E02003155,1,0.188164894
E01015238,E02003155,1,0.122340426
E01015239,E02003155,1,0.627659574
E01015237,E02003155,1,0.061835106
E01020202,E02004207,1,0.595834095
E01020236,E02004207,1,0.104513064
E01020204,E02004207,1,0.233327243
E01020237,E02004207,1,0.066325598
E01020270,E02004208,1,0.040364583
E01020266,E02004208,1,0.653645833
E01020265,E02004208,1,0.170572917
E01020267,E02004208,1,0.080729167
E01020268,E02004208,1,0.0546875
E01020073,E02004172,1,0.218126888
E01020076,E02004172,1,0.325075529
E01020072,E02004172,1,0.312990937
E01020082,E02004172,1,0.143806647
E01015068,E02003131,1,0.032012195
E01015063,E02003131,1,0.008638211
E01015069,E02003131,1,0.029471545
E01015096,E02003131,1,0.009146341
E01015095,E02003131,1,0.920731707
E01015062,E02003146,1,0.400304414
E01015061,E02003146,1,0.094368341
E01015175,E02003146,1,0.070015221
E01015178,E02003146,1,0.238964992
E01015177,E02003146,1,0.196347032
E01020228,E02004206,1,0.594806763
E01020235,E02004206,1,0.295289855
E01020234,E02004206,1,0.018115942
E01020233,E02004206,1,0.09178744
E01029312,E02006110,1,0.195889698
E01029311,E02006110,1,0.209677419
E01029313,E02006110,1,0.10483871
E01029316,E02006110,1,0.221644121
E01029309,E02006110,1,0.267950052
E01015241,E02003158,1,0.2258314
E01015243,E02003158,1,0.020881671
E01015240,E02003158,1,0.568445476
E01015242,E02003158,1,0.184841454
E01020027,E02004159,1,0.002513785
E01033232,E02004159,1,0.017069413
E01020026,E02004159,1,0.005757379
E01033234,E02004159,1,0.550275705
E01020038,E02004159,1,0.252311061
E01020035,E02004159,1,0.172072657
E01020143,E02004194,1,0.125324435
E01020150,E02004194,1,0.590656285
E01020142,E02004194,1,0.284019281
E01020189,E02004198,1,0.292738275
E01020169,E02004198,1,0.615355522
E01020168,E02004198,1,0.091906203
E01020243,E02004201,1,0.178754997
E01020263,E02004201,1,0.193603655
E01020262,E02004201,1,0.392918332
E01020274,E02004201,1,0.234723015
E01015072,E02003134,1,0.171686747
E01015073,E02003134,1,0.222138554
E01015078,E02003134,1,0.019578313
E01015106,E02003134,1,0.582831325
E01015080,E02003134,1,0.00376506
E01015249,E02003156,1,0.007754801
E01015253,E02003156,1,0.21553422
E01015252,E02003156,1,0.142786805
E01015250,E02003156,1,0.023387494
E01015254,E02003156,1,0.031265387
E01015251,E02003156,1,0.579271295
E01029292,E02006107,1,0.590146751
E01029283,E02006107,1,0.056603774
E01029293,E02006107,1,0.077044025
E01029280,E02006107,1,0.009433962
E01029281,E02006107,1,0.266771488
E01015056,E02003142,1,0.020179372
E01015176,E02003142,1,0.284379671
E01015055,E02003142,1,0.239910314
E01015059,E02003142,1,0.013079223
E01015060,E02003142,1,0.390508221
E01015057,E02003142,1,0.051943199
E01020059,E02004169,1,0.306122449
E01020045,E02004169,1,0.230640201
E01020062,E02004169,1,0.025999441
E01020064,E02004169,1,0.437237909
E01019937,E02004141,1,0.083210059
E01019963,E02004141,1,0.054733728
E01019945,E02004141,1,0.862056213
E01015200,E02003169,1,0.019230769
E01015201,E02003169,1,0.462374582
E01015197,E02003169,1,0.075250836
E01015199,E02003169,1,0.14632107
E01015198,E02003169,1,0.296822742
E01019934,E02004130,1,0.147343932
E01019932,E02004130,1,0.497479643
E01019927,E02004130,1,0.168670027
E01019933,E02004130,1,0.186506398
E01020119,E02004185,1,0.678314491
E01020106,E02004185,1,0.094552929
E01020105,E02004185,1,0.094552929
E01020107,E02004185,1,0.132579651
E01020102,E02004184,1,0.335935241
E01020130,E02004184,1,0.062156693
E01020129,E02004184,1,0.378722174
E01020103,E02004184,1,0.008962128
E01020128,E02004184,1,0.157849089
E01020104,E02004184,1,0.056374675
E01020251,E02004211,1,0.094202899
E01020260,E02004211,1,0.234601449
E01020261,E02004211,1,0.291666667
E01020200,E02004211,1,0.156702899
E01020201,E02004211,1,0.222826087
E01015270,E02003163,1,0.03074805
E01015267,E02003163,1,0.519045434
E01015268,E02003163,1,0.147774208
E01015271,E02003163,1,0.022028453
E01015269,E02003163,1,0.280403855
E01015071,E02003129,1,0.162053897
E01015065,E02003129,1,0.01383831
E01015029,E02003129,1,0.676620539
E01015064,E02003129,1,0.147487254
E01020051,E02004165,1,0.076775432
E01020066,E02004165,1,0.619961612
E01020047,E02004165,1,0.135316699
E01020080,E02004165,1,0.167946257
E01029315,E02006111,1,0.004797209
E01029310,E02006111,1,0.047317924
E01029314,E02006111,1,0.08678587
E01029269,E02006111,1,0.643044047
E01029262,E02006111,1,0.21805495
E01015124,E02003136,1,0.496251874
E01015125,E02003136,1,0.034232884
E01015121,E02003136,1,0.004497751
E01015120,E02003136,1,0.016241879
E01015123,E02003136,1,0.448775612
E01015089,E02003128,1,0.561643836
E01015070,E02003128,1,0.061317678
E01015081,E02003128,1,0.01826484
E01015086,E02003128,1,0.003261579
E01015030,E02003128,1,0.355512068
E01020224,E02004214,1,0.004171698
E01020211,E02004214,1,0.003842354
E01020217,E02004214,1,0.640026348
E01020218,E02004214,1,0.3519596
E01029256,E02006106,1,0.204992596
E01032652,E02006106,1,0.115929765
E01029277,E02006106,1,0.360482336
E01029257,E02006106,1,0.213031521
E01032651,E02006106,1,0.105563783
E01019951,E02004137,1,0.332608696
E01019890,E02004137,1,0.439130435
E01019901,E02004137,1,0.22826087
E01015108,E02003143,1,0.1
E01015109,E02003143,1,0.0375
E01015117,E02003143,1,0.016666667
E01015116,E02003143,1,0.044444444
E01015115,E02003143,1,0.801388889
E01015113,E02003140,1,0.596792242
E01015114,E02003140,1,0.106676613
E01015122,E02003140,1,0.029093622
E01015118,E02003140,1,0.155165983
E01015112,E02003140,1,0.11227154
E01019922,E02004146,1,0.203185328
E01019924,E02004146,1,0.366795367
E01019921,E02004146,1,0.108590734
E01019920,E02004146,1,0.241795367
E01019923,E02004146,1,0.079633205
E01020174,E02004199,1,0.326582278
E01020178,E02004199,1,0.357805907
E01020175,E02004199,1,0.315611814
E01015077,E02003132,1,0.100446429
E01015104,E02003132,1,0.043526786
E01015102,E02003132,1,0.262276786
E01015074,E02003132,1,0.558035714
E01015079,E02003132,1,0.035714286
E01020231,E02004205,1,0.132142857
E01020232,E02004205,1,0.075
E01020230,E02004205,1,0.026785714
E01020229,E02004205,1,0.766071429
E01020227,E02004215,1,0.510034904
E01020226,E02004215,1,0.093368237
E01020225,E02004215,1,0.181937173
E01020216,E02004215,1,0.214659686
E01019982,E02004153,1,0.090692124
E01019984,E02004153,1,0.405727924
E01019985,E02004153,1,0.109785203
E01019980,E02004153,1,0.062052506
E01019983,E02004153,1,0.331742243
E01020172,E02004200,1,0.195473251
E01020173,E02004200,1,0.470781893
E01020179,E02004200,1,0.333744856
E01019905,E02004143,1,0.12654321
E01019907,E02004143,1,0.188271605
E01019906,E02004143,1,0.231481481
E01019904,E02004143,1,0.453703704
E01015136,E02003152,1,0.312532912
E01015135,E02003152,1,0.468404423
E01015137,E02003152,1,0.054765666
E01015141,E02003152,1,0.020800421
E01015139,E02003152,1,0.046866772
E01015138,E02003152,1,0.096629805
E01015131,E02003151,1,0.387096774
E01015126,E02003151,1,0.055718475
E01015127,E02003151,1,0.228739003
E01015132,E02003151,1,0.293255132
E01015133,E02003151,1,0.035190616
E01020207,E02004213,1,0.288461538
E01020191,E02004213,1,0.269230769
E01020194,E02004213,1,0.045118343
E01020256,E02004213,1,0.397189349
E01019893,E02004134,1,0.695671913
E01019903,E02004134,1,0.086864407
E01019891,E02004134,1,0.100635593
E01019892,E02004134,1,0.116828087
E01032628,E02004132,1,0.470795569
E01019960,E02004132,1,0.127391742
E01019959,E02004132,1,0.164652568
E01019925,E02004132,1,0.017119839
E01019962,E02004132,1,0.220040282
E01019916,E02004147,1,0.633666364
E01019917,E02004147,1,0.029669997
E01019919,E02004147,1,0.152285801
E01019918,E02004147,1,0.184377838
E01015105,E02003138,1,0.076601671
E01015100,E02003138,1,0.318941504
E01015103,E02003138,1,0.253481894
E01015098,E02003138,1,0.293871866
E01015099,E02003138,1,0.057103064
E01020272,E02004210,1,0.242058705
E01020271,E02004210,1,0.038198633
E01020264,E02004210,1,0.132287897
E01020269,E02004210,1,0.587454765
E01020330,E02004230,1,0.458767361
E01020329,E02004230,1,0.134982639
E01020327,E02004230,1,0.116753472
E01020328,E02004230,1,0.289496528
E01020214,E02004216,1,0.042565598
E01020213,E02004216,1,0.321865889
E01020212,E02004216,1,0.012244898
E01020215,E02004216,1,0.623323615
E01020013,E02004161,1,0.955820392
E01020010,E02004161,1,0.029613579
E01020015,E02004161,1,0.00300951
E01019988,E02004161,1,0.00312989
E01020014,E02004161,1,0.008426628
E01015180,E02003149,1,0.11064257
E01015179,E02003149,1,0.008032129
E01015181,E02003149,1,0.189558233
E01015052,E02003149,1,0.047188755
E01015182,E02003149,1,0.644578313
E01020022,E02004152,1,0.762662808
E01020019,E02004152,1,0.027013989
E01019997,E02004152,1,0.026049204
E01020020,E02004152,1,0.08683068
E01020021,E02004152,1,0.097443319
E01015209,E02006840,1,0.349206349
E01015212,E02006840,1,0.097222222
